"index"	"image_path"	"hint"	"question"	"answer"	"category"
"775"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the shoe in the image dark in color?"	"Yes"	"Instance Attributes"
"776"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the arm chair in the image made of wood?"	"No"	"Instance Attributes"
"777"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the plant in the patio in the image tall?"	"No"	"Instance Attributes"
"778"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the door in the image made of glass?"	"Yes"	"Instance Attributes"
"779"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the shoe located at the bottom of the image?"	"Yes"	"Instance Location w.r.t. Image"
"780"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the couch positioned at the center of the image?"	"No"	"Instance Location w.r.t. Image"
"781"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the arm chair located on the left side of the image?"	"Yes"	"Instance Location w.r.t. Image"
"782"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the glass door positioned on the right side of the image?"	"No"	"Instance Location w.r.t. Image"
"783"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the shoe in front of the glass door?"	"Yes"	"Instance Spatial Relation"
"784"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the plant in front of the column?"	"Yes"	"Instance Spatial Relation"
"785"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the arm chair to the left of the glass door?"	"Yes"	"Instance Spatial Relation"
"786"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the shoe next to the couch?"	"Yes"	"Instance Spatial Relation"
"787"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there two arm chairs and a couch visible in the image?"	"Yes"	"Instance Counting"
"788"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there two shoes or of a same pair visible in the image?"	"No"	"Instance Counting"
"789"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there two glass doors in the image?"	"No"	"Instance Counting"
"790"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there two plants visible in the patio in the image?"	"No"	"Instance Counting"
"791"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the plant leaning against the glass door?"	"No"	"Instance Interaction"
"792"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the shoe touching the couch?"	"No"	"Instance Interaction"
"793"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the plant hanging from the ceiling?"	"No"	"Instance Interaction"
"794"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is sunlight shining through the glass door onto the floor?"	"Yes"	"Instance Interaction"
"795"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any visible number on the image?"	"Yes"	"Numerical Text Reference Understanding"
"796"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact number '48.5' to the left of the red point specifically referring to a temperature of the patio?"	"No"	"Numerical Text Reference Understanding"
"797"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact number '48.5' to the left of the red point specifically referring to a temperature of the living room window?"	"Yes"	"Numerical Text Reference Understanding"
"798"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact number '48.5' on the shoe specifically indicating its size?"	"No"	"Numerical Text Reference Understanding"
"799"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any visible non-numerical text on the image?"	"Yes"	"Non-Numerical Text Reference Understanding"
"800"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact text 'FLIR' at the bottom left corner specifically referring to a thermal imaging brand?"	"Yes"	"Non-Numerical Text Reference Understanding"
"801"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact text 'FLIR' at the top of the door specifically referring to its brand?"	"No"	"Non-Numerical Text Reference Understanding"
"802"	"Data/Source 1/Living Room Back Door/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact text 'ELIR' at the bottom left corner specifically referring to a thermal imaging brand?"	"No"	"Non-Numerical Text Reference Understanding"
"803"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any color-to-temperature scale bar on the image?"	"No"	"Temperature to Color Mapping Understanding"
"804"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly representing temperature distribution from low to high: black, blue, purple, orange, yellow, white?"	"Yes"	"Temperature to Color Mapping Understanding"
"805"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly representing temperature distribution from low to high: black, blue, purple, orange, white, yellow?"	"No"	"Temperature to Color Mapping Understanding"
"806"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly representing temperature distribution from low to high: black, purple, blue, orange, yellow, white?"	"No"	"Temperature to Color Mapping Understanding"
"807"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint exactly the same as the RGB image viewpoint without any noticeable shift or zoom?"	"No"	"RGB-Thermal-Heatmap Alignment"
"808"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint slightly above the RGB image viewpoint?"	"Yes"	"RGB-Thermal-Heatmap Alignment"
"809"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"In the thermal image, should the heatmap be shifted downward to correctly match the positions of black edges of the objects?"	"Yes"	"RGB-Thermal-Heatmap Alignment"
"810"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"In the thermal image, should the heatmap be zoomed out to correctly match the positions of black edges of the objects?"	"No"	"RGB-Thermal-Heatmap Alignment"
"811"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the shoe showing a warm temperature at its edges in the thermal image?"	"No"	"Instance Thermal Attribute"
"812"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the living room arm chair showing a uniformly cool temperature in the thermal image?"	"Yes"	"Instance Thermal Attribute"
"813"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the glass door showing high temperature intensity in the center area?"	"No"	"Instance Thermal Attribute"
"814"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the right window showing high temperature intensity in the center area?"	"Yes"	"Instance Thermal Attribute"
"815"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the floor warmer than the glass door in the thermal image?"	"Yes"	"Relative Thermal Attribute"
"816"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the living room arm chair warmer than the couch in the thermal image?"	"No"	"Relative Thermal Attribute"
"817"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the shoe cooler than the right window in the thermal image?"	"Yes"	"Relative Thermal Attribute"
"818"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the glass door warmer than the chair in the thermal image?"	"Yes"	"Relative Thermal Attribute"
"819"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the right window the warmest area in this scene?"	"Yes"	"Warmest Areas Detection"
"820"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the living room arm chair the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"821"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the shoe the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"822"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the glass door the warmest area in this scene?"	"No"	"Warmest Areas Detection"
"823"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the living room arm chair the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"824"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the floor the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"825"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the bottom-left corner of the glass door the coldest area in this scene?"	"Yes"	"Coldest Areas Detection"
"826"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the shoe the coldest area in this scene?"	"No"	"Coldest Areas Detection"
"827"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the high temperature of the right window a sign of overheating or potential fire risk?"	"No"	"Risk and Anomaly Detection"
"828"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Could the warm floor near the door indicate poor insulation or heat leakage?"	"No"	"Risk and Anomaly Detection"
"829"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the temperature of the area around the glass door a sign of poor insulation or heat leakage?"	"Yes"	"Risk and Anomaly Detection"
"830"	"['Data/Source 1/Living Room Back Door/rgb.jpg', 'Data/Source 1/Living Room Back Door/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Consider the fact that the heatmap in the thermal image should be shifted slightly downward to align with the edges of the objects. Is the temperature of the couch a sign of a fire hazard?"	"No"	"Risk and Anomaly Detection"
"831"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this image taken in an outdoor garden?"	"No"	"Scene Understanding"
"832"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the image show a room with a large bed in it?"	"No"	"Scene Understanding"
"833"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the image show a living room with a big window?"	"Yes"	"Scene Understanding"
"834"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the setting mainly a kitchen area?"	"No"	"Scene Understanding"
"835"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a table present in the image?"	"Yes"	"Detailed Object Presence"
"836"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there an arm chair visible in the image?"	"Yes"	"Detailed Object Presence"
"837"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there any potted plants visible in the image?"	"Yes"	"Detailed Object Presence"
"838"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there a pendant lamp visible in the image?"	"Yes"	"Detailed Object Presence"
"839"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the table lamp lampshade in the image white?"	"No"	"Instance Attributes"
"840"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the cushions on the sofa made of leather?"	"No"	"Instance Attributes"
"841"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the dining table outside made of glass?"	"No"	"Instance Attributes"
"842"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the curtain in the image patterned?"	"No"	"Instance Attributes"
"843"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the sofa located at the bottom of the image?"	"Yes"	"Instance Location w.r.t. Image"
"844"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the ceiling lamp located at the top right of the image?"	"Yes"	"Instance Location w.r.t. Image"
"845"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the arm chairs located near the center of the image?"	"Yes"	"Instance Location w.r.t. Image"
"846"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the potted plant located on the left side of the image?"	"No"	"Instance Location w.r.t. Image"
"847"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the table lamp positioned behind the sofa?"	"Yes"	"Instance Spatial Relation"
"848"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the dining table in the patio?"	"Yes"	"Instance Spatial Relation"
"849"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the pink potted plant inside the living room?"	"No"	"Instance Spatial Relation"
"850"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the arm chairs around the dining table?"	"Yes"	"Instance Spatial Relation"
"851"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there at least two tables visible in the image?"	"Yes"	"Instance Counting"
"852"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there four arm chairs visible in the image?"	"No"	"Instance Counting"
"853"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are there two potted plants visible in the image?"	"Yes"	"Instance Counting"
"854"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Does the window have two sliding or fixed glass panes in the image?"	"No"	"Instance Counting"
"855"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the pendant lamp hanging directly above the sofa?"	"Yes"	"Instance Interaction"
"856"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is sunlight shining through the window onto the sofa?"	"No"	"Instance Interaction"
"857"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Are the cushions on the sofa leaning against the glass window?"	"No"	"Instance Interaction"
"858"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the occasional table supporting the table lamp?"	"Yes"	"Instance Interaction"
"859"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any visible number on the image?"	"Yes"	"Numerical Text Reference Understanding"
"860"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact number '42.7' below the red point specifically referring to a temperature of the patio?"	"No"	"Numerical Text Reference Understanding"
"861"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact number '42.7' below the red point specifically referring to a temperature of the living room window?"	"Yes"	"Numerical Text Reference Understanding"
"862"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact number '4270' on the sofa specifically indicating its size?"	"No"	"Numerical Text Reference Understanding"
"863"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any visible non-numerical text on the image?"	"Yes"	"Non-Numerical Text Reference Understanding"
"864"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact text 'FLIR' at the bottom left corner specifically referring to a thermal imaging brand?"	"Yes"	"Non-Numerical Text Reference Understanding"
"865"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact text 'FLIR' at the bottom of the sofa specifically referring to its brand?"	"No"	"Non-Numerical Text Reference Understanding"
"866"	"Data/Source 1/Living Room Big Window/rgb.jpg"	"Based on this image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is this correct: there is the exact text 'ELIR' at the bottom left corner specifically referring to a thermal imaging brand?"	"No"	"Non-Numerical Text Reference Understanding"
"867"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is there any color-to-temperature scale bar on the image?"	"No"	"Temperature to Color Mapping Understanding"
"868"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly representing temperature distribution from low to high: black, blue, purple, orange, yellow, white?"	"Yes"	"Temperature to Color Mapping Understanding"
"869"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly representing temperature distribution from low to high: black, blue, purple, orange, white, yellow?"	"No"	"Temperature to Color Mapping Understanding"
"870"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the following sequence of colors correctly representing temperature distribution from low to high: black, purple, blue, orange, yellow, white?"	"No"	"Temperature to Color Mapping Understanding"
"871"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint exactly the same as the RGB image viewpoint without any noticeable shift or zoom?"	"No"	"RGB-Thermal-Heatmap Alignment"
"872"	"['Data/Source 1/Living Room Big Window/rgb.jpg', 'Data/Source 1/Living Room Big Window/thermal.jpg']"	"Based on these two images, and the fact that the second image is the thermal image taken from the same scene as the first image, answer the following question with strictly either ""Yes"" or ""No"", without any extra explanation."	"Is the thermal image viewpoint slightly above the RGB image viewpoint?"	"Yes"	"RGB-Thermal-Heatmap Alignment"
